median_house_value,housing_median_age,total_rooms,total_bedrooms,population
400000,26,50,5,17
331500,20,922,155,361
390000,16,1321,224,650
386400,17,1343,203,511
229200,16,4907,1117,2265
263800,23,4324,1034,1844
294400,37,2846,553,939
89600,16,1453,299,904
122000,17,5678,1116,3182
126800,16,2331,450,1074
127200,11,1500,319,899
139800,17,3685,685,1939
210500,27,1691,289,807
244100,24,1330,183,656
184800,28,1433,290,877
246700,8,4253,709,1883
307000,4,3241,464,1552
500001,4,1029,126,416
356000,17,3279,418,1222
312500,17,5688,824,2111
341300,16,3873,484,1451
324600,13,7241,1007,3221
431000,32,1283,194,485
247600,21,4342,783,2172
254000,13,8918,1823,4518
189400,17,4924,1247,3080
196200,31,1949,344,986
203200,28,2312,496,1344
197000,35,2277,420,1353
236400,26,2506,387,1273
232600,26,3761,623,1776
230900,23,4925,948,2530
112500,17,127,28,219
255500,17,2937,558,1662
254500,24,4841,894,2656
258300,36,815,126,353
269900,35,1880,370,926
287100,35,1249,232,556
287100,30,1955,388,999
266100,33,3162,722,1553
302100,21,8275,1566,3636
314900,25,5775,1225,3580
267500,21,7628,2166,3637
275000,31,3340,735,1891
277300,25,5463,1351,2758
265300,29,2721,682,1602
277300,27,2427,403,1301
296100,25,4707,695,1995
255100,19,2174,454,998
367800,32,2892,496,1193
496400,21,2775,389,856
445900,22,2781,523,1291
371600,21,2073,357,1044
272900,25,990,166,522
252400,17,2813,497,1337
228500,24,3665,870,1954
228600,15,2849,668,1546
234600,27,4001,999,1808
126700,27,3044,565,1583
111500,21,3027,675,2018
101700,33,1083,217,562
112500,30,140,35,103
101100,24,2434,630,1538
132600,16,1697,267,832
129500,18,3876,916,2386
134800,13,3616,672,2022
187100,4,8778,1291,4010
98500,31,2810,518,1640
213200,26,2738,428,1316
204100,22,2987,563,1420
126700,12,5048,1122,2209
265900,16,2984,406,1317
267400,14,6290,854,2724
351300,18,9117,1248,3280
359100,18,2903,387,1127
343700,16,2498,330,1027
399300,8,2865,389,1376
216900,20,4126,1031,2079
220800,17,5133,1375,3386
223200,28,2829,566,1610
222700,26,3179,703,2142
215400,36,1651,344,1062
254600,35,1440,267,743
281900,35,1293,223,701
287200,33,1582,272,809
252100,32,1199,229,814
261100,41,1150,249,729
240000,36,1054,193,546
238700,33,3570,776,1922
307400,18,6649,1712,3604
294300,35,1907,326,912
302400,30,3742,633,1721
330500,30,2645,462,1506
279800,17,9789,2552,4748
288300,34,2034,359,1016
288900,32,2248,460,1191
335900,28,3840,629,1883
283200,30,3404,693,1794
283000,33,2120,349,907
272600,28,3688,633,1877
269100,26,1182,309,620
298900,29,2658,484,1318
340700,27,2331,461,1178
500001,19,755,93,267
500001,35,3574,485,1325
396300,33,3585,935,1511
279900,42,2533,433,957
262400,14,6787,1454,3416
215800,29,2681,632,1652
251900,21,3349,737,1952
245100,31,3209,723,1489
258300,20,3495,818,2186
72000,17,6440,1204,3266
250000,17,1824,348,934
117600,35,2728,451,1290
84400,33,146,31,75
132200,16,1470,261,748
151700,13,3252,610,1915
137500,16,4138,758,1762
162500,36,263,73,88
184000,23,2293,411,969
184100,30,3320,589,1470
200600,17,2756,423,1228
260400,16,3324,479,1470
200000,22,1248,271,579
188500,17,465,83,146
294800,14,8213,1364,3283
217000,9,3666,711,2341
282500,31,2878,478,1276
231200,20,6462,1294,3288
269700,18,5505,1005,2641
268600,28,2414,415,1106
213800,16,6647,2098,4649
227900,28,3046,507,1772
222200,25,5405,939,2831
235300,35,1845,325,1343
226700,24,3217,689,1196
230700,25,3495,834,2484
237500,27,1797,538,1610
261800,33,2677,644,1469
282200,33,2545,467,1287
270300,33,2321,480,1230
298300,32,1754,324,917
212200,25,1527,325,707
198400,16,3249,947,1637
315600,27,3353,653,1571
262900,26,3637,933,2249
313900,35,1802,291,841
285800,33,2023,425,1016
217700,20,4461,864,2042
339600,26,3285,502,1443
342000,28,4863,901,2110
344100,32,2930,481,1336
273500,27,2937,497,1454
347800,21,1214,192,500
278000,17,1527,267,775
500001,29,2718,365,982
442500,17,4034,611,1158
500001,25,1743,212,604
500001,22,4240,532,1480
353000,19,2023,392,955
281500,29,3119,507,1476
207000,16,1592,369,1039
256300,40,1104,224,669
234600,25,2113,422,1365
215600,19,5613,1321,3018
213200,15,3044,786,1306
422400,42,1275,272,451
67500,39,1548,323,815
98400,26,272,49,194
298400,11,2838,429,1331
173400,16,2509,366,1043
118800,34,2735,539,1390
135600,34,1502,282,860
136000,34,432,65,208
118900,34,1084,187,561
142900,7,11768,1893,6657
191300,1,2062,343,872
165900,4,2341,408,1235
192300,28,4035,641,1881
161300,36,404,77,237
182000,35,1192,201,535
193200,31,2030,337,867
202800,27,2491,428,1171
179000,32,3364,666,1980
190700,28,4071,713,2033
339200,9,2214,256,848
500001,16,7681,946,2777
256400,20,2206,458,926
295600,6,4405,717,2071
332400,27,6103,1249,3026
275100,29,4133,744,2023
298900,26,1910,371,852
181700,7,6352,1390,3223
236900,35,1542,298,1164
81300,17,5121,1017,1470
232400,17,4324,854,1656
239400,36,1236,229,880
229800,33,2154,405,1655
178100,16,1434,372,804
337000,25,3534,949,1880
368300,19,2237,433,1158
239400,17,6012,1737,3539
411200,17,2070,278,797
351500,31,3344,620,1604
343100,27,1716,290,817
338700,30,4033,794,1788
244500,34,3450,731,1915
242200,33,4211,918,2389
346100,35,3133,541,1449
500001,33,2170,311,854
335900,32,2782,495,1092
415800,33,1664,271,759
500001,36,3191,430,1234
373400,17,4154,739,2149
304400,20,2403,376,1149
137500,16,32,4,36
239200,43,1636,324,792
275000,20,2502,454,981
400000,51,1616,374,608
58700,20,2332,518,1856
75800,52,1989,392,985
69100,50,1592,372,781
75000,39,1214,250,660
281200,12,2344,354,1035
175700,16,3996,550,1673
146200,28,1967,315,734
315200,15,476,67,213
228200,15,1176,166,485
189700,18,4486,723,1600
126600,17,9089,1542,4758
139700,12,4132,710,2087
131300,16,1081,181,792
137900,11,6550,1149,3570
144900,28,1900,401,918
161000,34,1256,267,638
194000,29,2001,373,956
165500,25,1476,336,777
206200,34,3259,498,1250
211500,32,3012,527,1288
298200,8,3866,539,1555
268000,26,1619,224,706
322300,23,3741,501,1339
273600,18,2077,298,937
330200,25,2652,335,1062
353600,18,2808,337,1038
365800,16,2638,345,1055
367700,21,10093,1269,3645
386600,30,3917,549,1330
237500,2,838,295,240
281800,14,16199,2993,8117
158000,6,3028,778,1531
216100,24,2563,485,1174
256300,34,2791,495,1276
224200,26,2068,532,1434
287600,32,2572,406,1128
287600,27,1890,303,889
137500,14,4841,1130,813
252600,36,1976,361,1348
222200,26,2500,962,2374
249500,16,3015,829,1769
230400,32,726,204,538
360900,25,2213,360,1066
167300,11,2559,694,1309
349000,25,2796,429,1267
346300,21,2483,396,1194
253600,16,1105,354,499
289500,33,2517,496,1158
323600,16,3716,916,1551
344200,31,3080,526,1493
284000,32,3108,613,1577
332700,26,1391,241,700
500001,31,3136,431,1190
500001,22,2038,260,773
500001,28,3825,473,1415
500001,27,3340,451,1220
500001,14,2561,404,1172
500001,31,1574,193,551
318700,37,3852,652,1534
308100,19,4113,767,2006
355300,21,5904,956,2616
233000,41,2548,508,1290
263100,28,1321,240,652
229400,47,2403,517,1144
265300,47,1250,249,607
232800,52,920,202,525
240000,35,1605,392,743
326700,52,1217,325,508
388500,19,691,191,324
216400,16,808,137,371
198000,16,2495,331,1118
99100,20,2237,464,1169
131600,8,2894,602,1566
104700,27,3440,787,2085
126500,10,2237,454,1255
156900,44,1465,247,817
178200,28,2965,533,1591
161900,37,2247,416,1237
165500,40,1797,401,756
161700,37,1474,343,782
171000,36,2342,436,1191
208300,25,1205,260,608
237000,22,3526,510,1660
213100,23,3516,661,1465
267100,19,3192,612,1317
351200,26,5077,640,1872
356200,29,6349,858,2450
287300,16,3031,438,1087
441400,14,3056,369,1209
443800,34,1879,265,729
359300,11,6200,907,2286
301100,6,2445,590,1189
159600,36,1633,345,1382
154300,32,1295,280,1156
159800,31,2155,522,1858
178100,15,3052,760,2097
214500,35,1716,312,914
223400,23,4332,857,2461
226800,33,2015,484,1285
239700,35,2297,497,1428
224600,43,1261,317,836
254400,32,1889,487,1321
327700,8,5686,1489,3250
378000,25,2074,387,1273
335200,24,1709,437,892
243800,21,2471,677,1486
365700,26,2785,418,1221
354400,22,3219,756,1479
228400,18,1221,255,507
360600,30,1036,151,467
344700,28,2488,396,1190
350000,26,1992,328,980
332500,35,2355,384,1248
340100,33,2563,434,1230
341900,32,2134,328,903
354600,26,1983,301,924
500001,25,3845,492,1461
500001,18,2550,312,999
500001,25,3437,428,1198
500001,34,1764,243,692
500001,24,2411,299,847
500001,28,2796,365,1085
196400,36,2066,401,942
240000,35,1818,368,682
245000,30,2156,487,1023
212500,44,1153,238,657
217500,35,1053,263,552
166700,21,607,155,226
195300,29,2568,747,1743
112500,52,775,305,1054
96300,23,1796,380,939
223900,5,1569,199,713
144000,15,5114,833,2418
118500,24,3580,735,1959
108500,25,4617,1046,2685
101100,35,1940,384,1177
134800,13,3334,541,1923
157700,16,1104,164,495
178300,25,3577,581,1753
166600,37,1755,327,882
169300,35,3103,537,1614
138200,45,2842,567,1261
148900,44,1254,252,498
156300,16,1209,477,627
151100,45,1613,338,865
166700,20,3968,931,2629
162500,20,2636,691,1142
202300,32,1955,313,804
220500,14,3287,793,1601
279300,21,5541,776,2214
344800,21,4712,624,1773
358800,23,3318,408,1124
358700,21,3521,447,1396
390600,29,3025,477,1035
494000,25,3004,393,1145
340000,20,200,25,83
198700,35,2072,352,1001
209500,35,1298,236,632
221200,32,2964,547,1472
161400,37,1383,259,808
164900,36,1409,271,1002
256000,16,4371,889,2530
220200,31,4981,964,2841
240300,24,8444,1492,4446
217300,26,3087,532,1597
284800,22,9167,1373,4319
178200,6,2918,672,1911
186000,35,1867,343,1213
208000,16,4458,856,3038
183300,18,1746,437,1268
250200,34,2600,650,1994
252400,21,2667,798,1433
256000,9,2966,770,1430
284800,41,2123,425,1032
325000,30,1269,290,556
500001,16,3402,1193,1479
411900,28,2490,345,948
367400,16,2697,803,1369
352100,25,3095,514,1251
311400,19,3811,1227,1930
451800,25,5404,906,2338
342400,17,1165,278,598
231200,16,1755,410,674
404800,15,5132,1059,2156
409100,25,2131,410,1132
326300,30,3007,554,1551
335300,22,3583,758,1792
500001,22,3118,438,1147
500001,29,3752,468,1320
500001,32,4350,645,1551
500001,34,2892,413,903
190900,12,2010,422,784
322000,21,4650,733,2014
440500,30,2077,342,816
255400,37,2817,716,1341
262500,52,403,72,200
234400,51,924,232,488
225000,36,337,69,223
216100,28,1607,421,926
232600,18,2677,785,1391
70000,23,2502,481,1443
92800,27,1446,295,670
83600,26,1113,222,689
130600,25,3304,493,1464
129600,16,8517,1910,4508
105900,34,3082,702,1795
125000,52,582,131,241
94200,38,1214,244,632
92200,37,1176,291,648
110400,32,1203,287,571
92900,30,2081,456,1005
87500,22,2761,757,2612
91100,16,3077,733,1447
139900,38,2675,541,1378
136200,36,2765,495,1478
134500,32,1504,279,749
160900,26,2470,626,1174
175000,27,2587,729,1500
151800,20,1143,346,578
106300,16,2913,723,1705
163100,33,1653,334,814
197100,29,866,138,341
231400,24,5732,873,2444
275800,20,5467,1044,2310
349100,33,2423,322,998
254200,29,1694,251,690
332600,18,3000,419,1155
350000,23,2419,348,1066
299200,10,2031,357,867
226700,33,952,172,369
241900,21,1307,236,586
190400,35,899,179,455
204200,35,657,118,328
193200,32,1540,324,793
238500,17,3314,638,1873
243600,14,1727,302,1116
269800,14,14917,2708,8012
291700,23,3170,532,1446
223800,26,2145,369,1285
190400,34,2316,478,1524
218500,25,4458,922,2998
156300,17,407,97,307
273600,38,2850,550,1518
252800,42,1125,273,616
311600,33,2757,489,1201
430100,23,5135,911,2351
431600,28,3250,485,1328
370100,28,1582,264,696
432600,28,3081,460,1260
447300,25,1994,287,704
225000,23,2590,725,1795
396200,20,4475,1048,2271
271500,19,3694,1036,2496
474700,26,2690,401,1264
431400,27,2826,451,1259
393800,29,2476,434,1217
355100,24,3388,633,1627
411300,25,3807,600,1678
345900,25,2366,417,1076
500001,19,3625,432,1252
500001,24,4973,709,1692
500001,24,1521,209,539
261500,20,467,95,229
312300,17,4977,994,1987
367600,33,797,125,385
253100,52,1901,335,955
238600,49,792,136,331
266400,45,1302,245,621
237500,40,1193,227,570
362300,30,2695,424,1098
223900,44,1294,269,645
196400,42,538,107,200
206400,42,1149,264,703
202000,32,1438,306,802
263800,36,1862,364,1080
265800,27,1987,374,961
61500,44,1064,230,494
225000,20,1005,168,457
98900,32,1070,199,631
105400,39,199,36,101
99000,37,1336,251,680
136400,36,2476,472,1213
75000,16,1085,217,356
250000,16,60,10,65
159800,35,2190,384,1154
169400,34,1408,277,738
182000,27,3513,791,1875
144600,22,5175,1213,2804
190800,20,563,107,246
179300,22,4162,1194,1804
227800,22,2105,354,993
266500,5,4274,1153,1503
234700,14,12713,2558,4741
321200,32,4498,862,1818
335700,32,2676,484,986
271000,24,4125,1020,1699
310600,37,1677,269,689
397500,30,2296,329,847
240700,32,2015,318,1019
216800,23,7518,1279,3827
163900,16,1642,346,705
212500,15,6243,1273,3163
278200,7,10648,1818,6075
211300,23,4247,835,2357
223100,25,4209,731,2568
350000,25,347,82,148
336500,29,1875,340,816
450000,23,3200,907,2029
291400,35,1365,256,662
324200,27,2687,768,1362
406800,29,1733,255,679
409700,27,2621,513,1063
388100,34,2494,375,1399
423900,34,2515,401,1079
416500,31,1443,215,627
416300,21,2052,346,933
436400,17,3674,824,1364
500001,25,4111,538,1585
146300,39,1065,248,497
263800,20,2428,473,1145
294100,16,3363,611,1603
226500,30,971,185,644
276000,18,2232,440,1091
101000,17,3057,577,1497
68400,32,1435,277,690
171300,14,6920,996,3196
105900,36,1248,221,672
99000,36,1818,323,953
107200,34,1562,289,898
137500,17,1319,316,384
87500,16,2445,469,721
189600,37,1784,313,788
182000,10,7136,1691,2959
186400,36,2213,386,950
235700,19,4005,972,1896
232800,15,5393,1422,2133
216100,25,5869,1685,2669
114300,21,4985,1590,2575
340900,34,4781,703,1879
186500,17,7475,1556,2092
341600,12,14316,2045,5781
412500,5,3596,467,1738
231600,37,1893,310,821
180700,22,3882,816,1830
158200,33,1227,286,848
158200,37,1468,304,1038
146100,33,1160,252,729
350000,20,1655,450,857
169200,23,1939,356,841
208900,12,6711,1374,3388
235300,22,3009,497,1640
231700,18,1726,276,1186
234400,17,5159,832,3174
253400,15,8112,1376,4576
375000,26,18,4,8
470000,21,1798,399,837
500001,20,3401,768,1497
322700,32,2510,578,1160
500001,18,3058,661,1377
327500,35,2693,493,1343
500001,34,1747,250,662
381800,31,1795,281,872
500001,30,2040,294,787
451400,20,3435,593,1293
288300,13,2057,466,790
498800,29,1945,269,826
380800,30,3033,540,1440
500001,11,5488,706,1947
131300,14,1547,374,4731
258300,52,65,17,24
73200,14,2721,627,1356
245800,17,3053,595,1434
173400,8,6761,1234,3237
197700,15,1173,146,450
129800,15,7937,1635,4390
166900,28,3310,574,1811
186100,12,6915,1639,2940
211800,20,1705,353,856
197100,34,1692,290,836
190000,39,2199,388,1025
265700,43,1454,234,683
205100,36,2639,488,1111
220800,30,1260,276,707
226000,45,1544,244,614
252100,25,7201,1521,3264
225000,26,3872,739,1629
292500,33,1550,277,638
259800,28,1731,295,810
263300,38,757,124,319
266800,28,3410,746,1428
387200,11,1077,318,590
155000,23,1025,205,263
206300,17,1102,224,317
295200,26,3204,477,1411
254900,40,1808,302,746
241500,36,2879,480,1235
232500,39,1420,272,645
223200,32,3400,736,1487
190500,31,5914,1309,2999
203800,29,2304,618,1021
218100,36,1815,426,1280
165300,38,2104,409,1039
210800,28,2932,739,1198
230600,27,3239,671,1469
179300,21,5031,1168,2461
161800,31,3300,790,2181
190900,25,4524,860,2426
134900,22,5861,1516,5436
168100,35,1931,376,1175
157600,27,2784,723,2028
177600,24,2329,465,1401
222000,13,2578,551,1680
213700,16,1893,338,1461
244300,16,1644,251,1033
247000,16,1606,240,1117
318300,8,8647,1407,5019
273500,3,14014,2861,7205
225000,21,4599,986,2756
322300,26,1184,225,815
262500,16,3352,813,1440
192200,15,2940,910,943
330300,37,1169,239,589
352500,30,1695,480,932
289300,19,1465,342,646
280200,26,1272,306,562
473500,30,2937,407,1097
457500,22,3770,727,1657
500001,28,4612,608,1686
500001,21,3244,426,1158
500001,35,1579,210,570
500001,35,1447,205,619
500001,35,1172,184,512
500001,33,1208,198,495
420000,13,2173,349,891
500001,24,4401,698,1818
270000,21,5639,894,2670
232300,31,1634,370,939
94000,19,2611,503,1185
305200,2,6718,858,2012
199900,19,4657,739,1914
266000,21,9135,1534,3748
235600,33,1043,157,425
243000,24,3173,548,1351
233200,35,4043,689,1832
250000,28,2377,469,1068
264900,26,1733,265,796
283900,39,3018,501,1223
73400,26,2405,564,680
500001,17,1320,159,1722
500001,4,2045,237,830
340400,31,3866,531,1368
220900,38,3716,657,1784
227000,38,1663,295,781
259300,32,2718,447,1156
209900,25,3402,758,1645
181000,43,1575,324,740
195700,36,2350,499,1105
190800,37,848,202,314
184100,26,2607,682,1401
275000,26,1167,370,253
242200,15,3051,685,1479
160000,29,493,168,233
166600,37,1997,436,1349
161900,17,5018,1439,3069
182700,36,786,133,463
172000,36,1340,245,789
177900,36,1116,199,662
156600,37,1793,364,1534
156900,35,517,108,391
164700,34,1619,293,1148
192600,33,691,127,431
176000,31,767,171,548
206500,27,1826,309,1016
157300,17,2485,518,1139
203900,26,2261,443,1039
191700,10,3046,678,2056
236500,16,3349,544,2003
254400,15,2576,418,1657
288900,20,1896,456,1069
316700,52,766,203,448
308700,25,1750,341,999
277000,19,3565,858,1639
334300,46,1115,248,543
307100,44,1498,430,848
340000,4,2292,605,1050
342400,39,2210,483,1023
366700,36,857,156,448
383900,36,782,130,348
373400,36,1199,198,485
353600,33,2771,659,1496
342900,25,830,228,368
465000,29,1229,192,707
500001,31,2717,376,1001
500001,28,2181,284,728
500001,33,2398,317,832
500001,28,1643,216,594
500001,23,2597,335,922
368900,17,2560,396,959
485300,30,2268,404,1197
500001,21,427,63,182
273900,23,506,96,264
204800,35,1541,297,791
220900,34,2800,577,1353
203700,36,4682,899,2143
62900,52,4019,824,1728
65500,28,4169,895,2587
204200,6,10191,1882,4377
205400,19,3073,506,1773
211000,14,5381,871,2296
294100,5,5303,779,2017
273200,29,6895,1022,2634
306900,18,9576,1455,3486
406500,35,880,139,352
402600,27,5484,760,2212
266400,35,2663,387,1086
253500,31,1843,282,749
241800,31,2053,336,867
263900,30,1751,269,731
188300,20,4296,817,1732
190900,43,1415,348,569
170300,41,1834,463,1105
197500,41,1382,353,704
205600,29,2333,538,1120
175000,48,1252,305,673
153500,39,2069,500,1408
154000,33,2431,655,1854
135400,40,1340,313,766
158300,39,1160,259,725
193800,35,1184,200,572
195200,27,2630,722,1414
173100,36,1885,307,853
172600,36,1180,212,664
184200,32,1578,284,836
174100,35,1213,221,790
189500,34,1457,242,735
147900,36,385,94,295
229800,23,4874,1251,2699
284100,8,1480,414,856
274000,18,1476,473,838
266700,14,753,193,421
264700,36,1575,379,1036
182700,26,3218,1021,2087
275000,24,3983,1126,2645
290600,17,748,184,412
359000,36,1035,196,475
365600,34,1508,483,774
261300,30,1722,490,1057
442100,34,2165,355,776
500001,27,1269,186,464
500001,37,2269,325,930
500001,37,1550,238,805
500001,37,1795,285,791
500001,30,1502,186,501
231600,32,2637,489,1031
222600,46,695,136,408
214300,33,3581,734,1780
72700,26,633,129,305
58400,25,2516,543,1266
77100,43,1320,215,512
195000,13,7367,1042,3193
159700,28,4308,824,2086
269600,18,4326,655,1753
235500,25,1374,206,569
228200,20,3796,650,1679
310300,21,3282,653,1398
367100,35,3701,528,1511
330200,30,2599,366,922
252500,27,6740,1073,2723
209200,25,2973,622,1413
157100,44,2341,500,1256
178400,41,746,145,387
195800,30,3115,625,1444
180900,38,1779,413,1061
196900,37,1352,342,691
150500,34,3659,897,2479
149700,37,901,191,599
185300,36,1305,225,768
162100,35,686,142,480
200600,34,656,115,342
152600,33,1954,464,1293
194400,25,2538,494,1185
206700,28,1784,311,735
180900,29,2172,435,1377
187200,18,9963,2031,5613
343300,33,6277,1274,3025
165600,27,3410,1156,2314
181300,23,514,210,367
293500,23,1755,508,1374
276000,19,1085,288,1009
354500,36,1860,367,794
500001,35,2471,349,881
353100,31,1117,304,591
500001,37,4167,612,1577
500001,40,2224,354,929
